,ts
2147,2021-07-08 13:30:00-04:00
2148,2021-07-08 14:30:00-04:00
2149,2021-07-08 15:30:00-04:00
2150,2021-07-09 09:30:00-04:00
2151,2021-07-09 10:30:00-04:00
2152,2021-07-09 11:30:00-04:00
2153,2021-07-09 12:30:00-04:00
2154,2021-07-09 13:30:00-04:00
2155,2021-07-09 14:30:00-04:00
2156,2021-07-09 15:30:00-04:00
2157,2021-07-12 09:30:00-04:00
2158,2021-07-12 10:30:00-04:00
2159,2021-07-12 11:30:00-04:00
2160,2021-07-12 12:30:00-04:00
2161,2021-07-12 13:30:00-04:00
2162,2021-07-12 14:30:00-04:00
2163,2021-07-12 15:30:00-04:00
2164,2021-07-13 09:30:00-04:00
2165,2021-07-13 10:30:00-04:00
2166,2021-07-13 11:30:00-04:00
2167,2021-07-13 12:30:00-04:00
2168,2021-07-13 13:30:00-04:00
2169,2021-07-13 14:30:00-04:00
2170,2021-07-13 15:30:00-04:00
2171,2021-07-14 09:30:00-04:00
2172,2021-07-14 10:30:00-04:00
2173,2021-07-14 11:30:00-04:00
2174,2021-07-14 12:30:00-04:00
2175,2021-07-14 13:30:00-04:00
2176,2021-07-14 14:30:00-04:00
2177,2021-07-14 15:30:00-04:00
2178,2021-07-15 09:30:00-04:00
2179,2021-07-15 10:30:00-04:00
2180,2021-07-15 11:30:00-04:00
2181,2021-07-15 12:30:00-04:00
2182,2021-07-15 13:30:00-04:00
2183,2021-07-15 14:30:00-04:00
2184,2021-07-15 15:30:00-04:00
2185,2021-07-16 09:30:00-04:00
2186,2021-07-16 10:30:00-04:00
2187,2021-07-16 11:30:00-04:00
2188,2021-07-16 12:30:00-04:00
2189,2021-07-16 13:30:00-04:00
2190,2021-07-16 14:30:00-04:00
2191,2021-07-16 15:30:00-04:00
2192,2021-07-19 09:30:00-04:00
2193,2021-07-19 10:30:00-04:00
2194,2021-07-19 11:30:00-04:00
2195,2021-07-19 12:30:00-04:00
2196,2021-07-19 13:30:00-04:00
2197,2021-07-19 14:30:00-04:00
2198,2021-07-19 15:30:00-04:00
2199,2021-07-20 09:30:00-04:00
2200,2021-07-20 10:30:00-04:00
2201,2021-07-20 11:30:00-04:00
2202,2021-07-20 12:30:00-04:00
2203,2021-07-20 13:30:00-04:00
2204,2021-07-20 14:30:00-04:00
2205,2021-07-20 15:30:00-04:00
2206,2021-07-21 09:30:00-04:00
2207,2021-07-21 10:30:00-04:00
2208,2021-07-21 11:30:00-04:00
2209,2021-07-21 12:30:00-04:00
2210,2021-07-21 13:30:00-04:00
2211,2021-07-21 14:30:00-04:00
2212,2021-07-21 15:30:00-04:00
2213,2021-07-22 09:30:00-04:00
2214,2021-07-22 10:30:00-04:00
2215,2021-07-22 11:30:00-04:00
2216,2021-07-22 12:30:00-04:00
2217,2021-07-22 13:30:00-04:00
2218,2021-07-22 14:30:00-04:00
2219,2021-07-22 15:30:00-04:00
2220,2021-07-23 09:30:00-04:00
2221,2021-07-23 10:30:00-04:00
2222,2021-07-23 11:30:00-04:00
2223,2021-07-23 12:30:00-04:00
2224,2021-07-23 13:30:00-04:00
2225,2021-07-23 14:30:00-04:00
2226,2021-07-23 15:30:00-04:00
2227,2021-07-26 09:30:00-04:00
2228,2021-07-26 10:30:00-04:00
2229,2021-07-26 11:30:00-04:00
2230,2021-07-26 12:30:00-04:00
2231,2021-07-26 13:30:00-04:00
2232,2021-07-26 14:30:00-04:00
2233,2021-07-26 15:30:00-04:00
2234,2021-07-27 09:30:00-04:00
2235,2021-07-27 10:30:00-04:00
2236,2021-07-27 11:30:00-04:00
2237,2021-07-27 12:30:00-04:00
2238,2021-07-27 13:30:00-04:00
2239,2021-07-27 14:30:00-04:00
2240,2021-07-27 15:30:00-04:00
2241,2021-07-28 09:30:00-04:00
2242,2021-07-28 10:30:00-04:00
2243,2021-07-28 11:30:00-04:00
2244,2021-07-28 12:30:00-04:00
2245,2021-07-28 13:30:00-04:00
2246,2021-07-28 14:30:00-04:00
2247,2021-07-28 15:30:00-04:00
2248,2021-07-29 09:30:00-04:00
2249,2021-07-29 10:30:00-04:00
2250,2021-07-29 11:30:00-04:00
2251,2021-07-29 12:30:00-04:00
2252,2021-07-29 13:30:00-04:00
2253,2021-07-29 14:30:00-04:00
2254,2021-07-29 15:30:00-04:00
2255,2021-07-30 09:30:00-04:00
2256,2021-07-30 10:30:00-04:00
2257,2021-07-30 11:30:00-04:00
2258,2021-07-30 12:30:00-04:00
2259,2021-07-30 13:30:00-04:00
2260,2021-07-30 14:30:00-04:00
2261,2021-07-30 15:30:00-04:00
2262,2021-08-02 09:30:00-04:00
2263,2021-08-02 10:30:00-04:00
2264,2021-08-02 11:30:00-04:00
2265,2021-08-02 12:30:00-04:00
2266,2021-08-02 13:30:00-04:00
2267,2021-08-02 14:30:00-04:00
2268,2021-08-02 15:30:00-04:00
2269,2021-08-03 09:30:00-04:00
2270,2021-08-03 10:30:00-04:00
2271,2021-08-03 11:30:00-04:00
2272,2021-08-03 12:30:00-04:00
2273,2021-08-03 13:30:00-04:00
2274,2021-08-03 14:30:00-04:00
2275,2021-08-03 15:30:00-04:00
2276,2021-08-04 09:30:00-04:00
2277,2021-08-04 10:30:00-04:00
2278,2021-08-04 11:30:00-04:00
2279,2021-08-04 12:30:00-04:00
2280,2021-08-04 13:30:00-04:00
2281,2021-08-04 14:30:00-04:00
2282,2021-08-04 15:30:00-04:00
2283,2021-08-05 09:30:00-04:00
2284,2021-08-05 10:30:00-04:00
2285,2021-08-05 11:30:00-04:00
2286,2021-08-05 12:30:00-04:00
2287,2021-08-05 13:30:00-04:00
2288,2021-08-05 14:30:00-04:00
2289,2021-08-05 15:30:00-04:00
2290,2021-08-06 09:30:00-04:00
2291,2021-08-06 10:30:00-04:00
2292,2021-08-06 11:30:00-04:00
2293,2021-08-06 12:30:00-04:00
2294,2021-08-06 13:30:00-04:00
2295,2021-08-06 14:30:00-04:00
2296,2021-08-06 15:30:00-04:00
2297,2021-08-09 09:30:00-04:00
2298,2021-08-09 10:30:00-04:00
2299,2021-08-09 11:30:00-04:00
2300,2021-08-09 12:30:00-04:00
2301,2021-08-09 13:30:00-04:00
2302,2021-08-09 14:30:00-04:00
2303,2021-08-09 15:30:00-04:00
2304,2021-08-10 09:30:00-04:00
2305,2021-08-10 10:30:00-04:00
2306,2021-08-10 11:30:00-04:00
2307,2021-08-10 12:30:00-04:00
2308,2021-08-10 13:30:00-04:00
2309,2021-08-10 14:30:00-04:00
2310,2021-08-10 15:30:00-04:00
2311,2021-08-11 09:30:00-04:00
2312,2021-08-11 10:30:00-04:00
2313,2021-08-11 11:30:00-04:00
2314,2021-08-11 12:30:00-04:00
2315,2021-08-11 13:30:00-04:00
2316,2021-08-11 14:30:00-04:00
2317,2021-08-11 15:30:00-04:00
2318,2021-08-12 09:30:00-04:00
2319,2021-08-12 10:30:00-04:00
2320,2021-08-12 11:30:00-04:00
2321,2021-08-12 12:30:00-04:00
2322,2021-08-12 13:30:00-04:00
2323,2021-08-12 14:30:00-04:00
2324,2021-08-12 15:30:00-04:00
2325,2021-08-13 09:30:00-04:00
2326,2021-08-13 10:30:00-04:00
2327,2021-08-13 11:30:00-04:00
2328,2021-08-13 12:30:00-04:00
2329,2021-08-13 13:30:00-04:00
2330,2021-08-13 14:30:00-04:00
2331,2021-08-13 15:30:00-04:00
2332,2021-08-16 09:30:00-04:00
2333,2021-08-16 10:30:00-04:00
2334,2021-08-16 11:30:00-04:00
2335,2021-08-16 12:30:00-04:00
2336,2021-08-16 13:30:00-04:00
2337,2021-08-16 14:30:00-04:00
2338,2021-08-16 15:30:00-04:00
2339,2021-08-17 09:30:00-04:00
2340,2021-08-17 10:30:00-04:00
2341,2021-08-17 11:30:00-04:00
2342,2021-08-17 12:30:00-04:00
2343,2021-08-17 13:30:00-04:00
2344,2021-08-17 14:30:00-04:00
2345,2021-08-17 15:30:00-04:00
2346,2021-08-18 09:30:00-04:00
2347,2021-08-18 10:30:00-04:00
2348,2021-08-18 11:30:00-04:00
2349,2021-08-18 12:30:00-04:00
2350,2021-08-18 13:30:00-04:00
2351,2021-08-18 14:30:00-04:00
2352,2021-08-18 15:30:00-04:00
2353,2021-08-19 09:30:00-04:00
2354,2021-08-19 10:30:00-04:00
2355,2021-08-19 11:30:00-04:00
2356,2021-08-19 12:30:00-04:00
2357,2021-08-19 13:30:00-04:00
2358,2021-08-19 14:30:00-04:00
2359,2021-08-19 15:30:00-04:00
2360,2021-08-20 09:30:00-04:00
2361,2021-08-20 10:30:00-04:00
2362,2021-08-20 11:30:00-04:00
2363,2021-08-20 12:30:00-04:00
2364,2021-08-20 13:30:00-04:00
2365,2021-08-20 14:30:00-04:00
2366,2021-08-20 15:30:00-04:00
2367,2021-08-23 09:30:00-04:00
2368,2021-08-23 10:30:00-04:00
2369,2021-08-23 11:30:00-04:00
2370,2021-08-23 12:30:00-04:00
2371,2021-08-23 13:30:00-04:00
2372,2021-08-23 14:30:00-04:00
2373,2021-08-23 15:30:00-04:00
2374,2021-08-24 09:30:00-04:00
2375,2021-08-24 10:30:00-04:00
2376,2021-08-24 11:30:00-04:00
2377,2021-08-24 12:30:00-04:00
2378,2021-08-24 13:30:00-04:00
2379,2021-08-24 14:30:00-04:00
2380,2021-08-24 15:30:00-04:00
2381,2021-08-25 09:30:00-04:00
2382,2021-08-25 10:30:00-04:00
2383,2021-08-25 11:30:00-04:00
2384,2021-08-25 12:30:00-04:00
2385,2021-08-25 13:30:00-04:00
2386,2021-08-25 14:30:00-04:00
2387,2021-08-25 15:30:00-04:00
2388,2021-08-26 09:30:00-04:00
2389,2021-08-26 10:30:00-04:00
2390,2021-08-26 11:30:00-04:00
2391,2021-08-26 12:30:00-04:00
2392,2021-08-26 13:30:00-04:00
2393,2021-08-26 14:30:00-04:00
2394,2021-08-26 15:30:00-04:00
2395,2021-08-27 09:30:00-04:00
2396,2021-08-27 10:30:00-04:00
2397,2021-08-27 11:30:00-04:00
2398,2021-08-27 12:30:00-04:00
2399,2021-08-27 13:30:00-04:00
2400,2021-08-27 14:30:00-04:00
2401,2021-08-27 15:30:00-04:00
2402,2021-08-30 09:30:00-04:00
2403,2021-08-30 10:30:00-04:00
2404,2021-08-30 11:30:00-04:00
2405,2021-08-30 12:30:00-04:00
2406,2021-08-30 13:30:00-04:00
2407,2021-08-30 14:30:00-04:00
2408,2021-08-30 15:30:00-04:00
2409,2021-08-31 09:30:00-04:00
2410,2021-08-31 10:30:00-04:00
2411,2021-08-31 11:30:00-04:00
2412,2021-08-31 12:30:00-04:00
2413,2021-08-31 13:30:00-04:00
2414,2021-08-31 14:30:00-04:00
2415,2021-08-31 15:30:00-04:00
2416,2021-09-01 09:30:00-04:00
2417,2021-09-01 10:30:00-04:00
2418,2021-09-01 11:30:00-04:00
2419,2021-09-01 12:30:00-04:00
2420,2021-09-01 13:30:00-04:00
2421,2021-09-01 14:30:00-04:00
2422,2021-09-01 15:30:00-04:00
2423,2021-09-02 09:30:00-04:00
2424,2021-09-02 10:30:00-04:00
2425,2021-09-02 11:30:00-04:00
2426,2021-09-02 12:30:00-04:00
2427,2021-09-02 13:30:00-04:00
2428,2021-09-02 14:30:00-04:00
2429,2021-09-02 15:30:00-04:00
2430,2021-09-03 09:30:00-04:00
2431,2021-09-03 10:30:00-04:00
2432,2021-09-03 11:30:00-04:00
2433,2021-09-03 12:30:00-04:00
2434,2021-09-03 13:30:00-04:00
2435,2021-09-03 14:30:00-04:00
2436,2021-09-03 15:30:00-04:00
2437,2021-09-07 09:30:00-04:00
2438,2021-09-07 10:30:00-04:00
2439,2021-09-07 11:30:00-04:00
2440,2021-09-07 12:30:00-04:00
2441,2021-09-07 13:30:00-04:00
2442,2021-09-07 14:30:00-04:00
2443,2021-09-07 15:30:00-04:00
2444,2021-09-08 09:30:00-04:00
2445,2021-09-08 10:30:00-04:00
2446,2021-09-08 11:30:00-04:00
2447,2021-09-08 12:30:00-04:00
2448,2021-09-08 13:30:00-04:00
2449,2021-09-08 14:30:00-04:00
2450,2021-09-08 15:30:00-04:00
2451,2021-09-09 09:30:00-04:00
2452,2021-09-09 10:30:00-04:00
2453,2021-09-09 11:30:00-04:00
2454,2021-09-09 12:30:00-04:00
2455,2021-09-09 13:30:00-04:00
2456,2021-09-09 14:30:00-04:00
2457,2021-09-09 15:30:00-04:00
2458,2021-09-10 09:30:00-04:00
2459,2021-09-10 10:30:00-04:00
2460,2021-09-10 11:30:00-04:00
2461,2021-09-10 12:30:00-04:00
2462,2021-09-10 13:30:00-04:00
2463,2021-09-10 14:30:00-04:00
2464,2021-09-10 15:30:00-04:00
2465,2021-09-13 09:30:00-04:00
2466,2021-09-13 10:30:00-04:00
2467,2021-09-13 11:30:00-04:00
2468,2021-09-13 12:30:00-04:00
2469,2021-09-13 13:30:00-04:00
2470,2021-09-13 14:30:00-04:00
2471,2021-09-13 15:30:00-04:00
2472,2021-09-14 09:30:00-04:00
2473,2021-09-14 10:30:00-04:00
2474,2021-09-14 11:30:00-04:00
2475,2021-09-14 12:30:00-04:00
2476,2021-09-14 13:30:00-04:00
2477,2021-09-14 14:30:00-04:00
2478,2021-09-14 15:30:00-04:00
2479,2021-09-15 09:30:00-04:00
2480,2021-09-15 10:30:00-04:00
2481,2021-09-15 11:30:00-04:00
2482,2021-09-15 12:30:00-04:00
2483,2021-09-15 13:30:00-04:00
2484,2021-09-15 14:30:00-04:00
2485,2021-09-15 15:30:00-04:00
2486,2021-09-16 09:30:00-04:00
2487,2021-09-16 10:30:00-04:00
2488,2021-09-16 11:30:00-04:00
2489,2021-09-16 12:30:00-04:00
2490,2021-09-16 13:30:00-04:00
2491,2021-09-16 14:30:00-04:00
2492,2021-09-16 15:30:00-04:00
2493,2021-09-17 09:30:00-04:00
2494,2021-09-17 10:30:00-04:00
2495,2021-09-17 11:30:00-04:00
2496,2021-09-17 12:30:00-04:00
2497,2021-09-17 13:30:00-04:00
2498,2021-09-17 14:30:00-04:00
2499,2021-09-17 15:30:00-04:00
2500,2021-09-20 09:30:00-04:00
2501,2021-09-20 10:30:00-04:00
2502,2021-09-20 11:30:00-04:00
2503,2021-09-20 12:30:00-04:00
2504,2021-09-20 13:30:00-04:00
2505,2021-09-20 14:30:00-04:00
2506,2021-09-20 15:30:00-04:00
2507,2021-09-21 09:30:00-04:00
2508,2021-09-21 10:30:00-04:00
2509,2021-09-21 11:30:00-04:00
2510,2021-09-21 12:30:00-04:00
2511,2021-09-21 13:30:00-04:00
2512,2021-09-21 14:30:00-04:00
2513,2021-09-21 15:30:00-04:00
2514,2021-09-22 09:30:00-04:00
2515,2021-09-22 10:30:00-04:00
2516,2021-09-22 11:30:00-04:00
2517,2021-09-22 12:30:00-04:00
2518,2021-09-22 13:30:00-04:00
2519,2021-09-22 14:30:00-04:00
2520,2021-09-22 15:30:00-04:00
2521,2021-09-23 09:30:00-04:00
2522,2021-09-23 10:30:00-04:00
2523,2021-09-23 11:30:00-04:00
2524,2021-09-23 12:30:00-04:00
2525,2021-09-23 13:30:00-04:00
2526,2021-09-23 14:30:00-04:00
2527,2021-09-23 15:30:00-04:00
2528,2021-09-24 09:30:00-04:00
2529,2021-09-24 10:30:00-04:00
2530,2021-09-24 11:30:00-04:00
2531,2021-09-24 12:30:00-04:00
2532,2021-09-24 13:30:00-04:00
2533,2021-09-24 14:30:00-04:00
2534,2021-09-24 15:30:00-04:00
2535,2021-09-27 09:30:00-04:00
2536,2021-09-27 10:30:00-04:00
2537,2021-09-27 11:30:00-04:00
2538,2021-09-27 12:30:00-04:00
2539,2021-09-27 13:30:00-04:00
2540,2021-09-27 14:30:00-04:00
2541,2021-09-27 15:30:00-04:00
2542,2021-09-28 09:30:00-04:00
2543,2021-09-28 10:30:00-04:00
2544,2021-09-28 11:30:00-04:00
2545,2021-09-28 12:30:00-04:00
2546,2021-09-28 13:30:00-04:00
2547,2021-09-28 14:30:00-04:00
2548,2021-09-28 15:30:00-04:00
2549,2021-09-29 09:30:00-04:00
2550,2021-09-29 10:30:00-04:00
2551,2021-09-29 11:30:00-04:00
2552,2021-09-29 12:30:00-04:00
2553,2021-09-29 13:30:00-04:00
2554,2021-09-29 14:30:00-04:00
2555,2021-09-29 15:30:00-04:00
2556,2021-09-30 09:30:00-04:00
2557,2021-09-30 10:30:00-04:00
2558,2021-09-30 11:30:00-04:00
2559,2021-09-30 12:30:00-04:00
2560,2021-09-30 13:30:00-04:00
2561,2021-09-30 14:30:00-04:00
2562,2021-09-30 15:30:00-04:00
2563,2021-10-01 09:30:00-04:00
2564,2021-10-01 10:30:00-04:00
2565,2021-10-01 11:30:00-04:00
2566,2021-10-01 12:30:00-04:00
2567,2021-10-01 13:30:00-04:00
2568,2021-10-01 14:30:00-04:00
2569,2021-10-01 15:30:00-04:00
2570,2021-10-04 09:30:00-04:00
2571,2021-10-04 10:30:00-04:00
2572,2021-10-04 11:30:00-04:00
2573,2021-10-04 12:30:00-04:00
2574,2021-10-04 13:30:00-04:00
2575,2021-10-04 14:30:00-04:00
2576,2021-10-04 15:30:00-04:00
2577,2021-10-05 09:30:00-04:00
2578,2021-10-05 10:30:00-04:00
2579,2021-10-05 11:30:00-04:00
2580,2021-10-05 12:30:00-04:00
2581,2021-10-05 13:30:00-04:00
2582,2021-10-05 14:30:00-04:00
2583,2021-10-05 15:30:00-04:00
2584,2021-10-06 09:30:00-04:00
2585,2021-10-06 10:30:00-04:00
2586,2021-10-06 11:30:00-04:00
2587,2021-10-06 12:30:00-04:00
2588,2021-10-06 13:30:00-04:00
2589,2021-10-06 14:30:00-04:00
2590,2021-10-06 15:30:00-04:00
2591,2021-10-07 09:30:00-04:00
2592,2021-10-07 10:30:00-04:00
2593,2021-10-07 11:30:00-04:00
2594,2021-10-07 12:30:00-04:00
2595,2021-10-07 13:30:00-04:00
2596,2021-10-07 14:30:00-04:00
2597,2021-10-07 15:30:00-04:00
2598,2021-10-08 09:30:00-04:00
2599,2021-10-08 10:30:00-04:00
2600,2021-10-08 11:30:00-04:00
2601,2021-10-08 12:30:00-04:00
2602,2021-10-08 13:30:00-04:00
2603,2021-10-08 14:30:00-04:00
2604,2021-10-08 15:30:00-04:00
2605,2021-10-11 09:30:00-04:00
2606,2021-10-11 10:30:00-04:00
2607,2021-10-11 11:30:00-04:00
2608,2021-10-11 12:30:00-04:00
2609,2021-10-11 13:30:00-04:00
2610,2021-10-11 14:30:00-04:00
2611,2021-10-11 15:30:00-04:00
2612,2021-10-12 09:30:00-04:00
2613,2021-10-12 10:30:00-04:00
2614,2021-10-12 11:30:00-04:00
2615,2021-10-12 12:30:00-04:00
2616,2021-10-12 13:30:00-04:00
2617,2021-10-12 14:30:00-04:00
2618,2021-10-12 15:30:00-04:00
2619,2021-10-13 09:30:00-04:00
2620,2021-10-13 10:30:00-04:00
2621,2021-10-13 11:30:00-04:00
2622,2021-10-13 12:30:00-04:00
2623,2021-10-13 13:30:00-04:00
2624,2021-10-13 14:30:00-04:00
2625,2021-10-13 15:30:00-04:00
2626,2021-10-14 09:30:00-04:00
2627,2021-10-14 10:30:00-04:00
2628,2021-10-14 11:30:00-04:00
2629,2021-10-14 12:30:00-04:00
2630,2021-10-14 13:30:00-04:00
2631,2021-10-14 14:30:00-04:00
2632,2021-10-14 15:30:00-04:00
2633,2021-10-15 09:30:00-04:00
2634,2021-10-15 10:30:00-04:00
2635,2021-10-15 11:30:00-04:00
2636,2021-10-15 12:30:00-04:00
2637,2021-10-15 13:30:00-04:00
2638,2021-10-15 14:30:00-04:00
2639,2021-10-15 15:30:00-04:00
2640,2021-10-18 09:30:00-04:00
2641,2021-10-18 10:30:00-04:00
2642,2021-10-18 11:30:00-04:00
2643,2021-10-18 12:30:00-04:00
2644,2021-10-18 13:30:00-04:00
2645,2021-10-18 14:30:00-04:00
2646,2021-10-18 15:30:00-04:00
2647,2021-10-19 09:30:00-04:00
2648,2021-10-19 10:30:00-04:00
2649,2021-10-19 11:30:00-04:00
2650,2021-10-19 12:30:00-04:00
2651,2021-10-19 13:30:00-04:00
2652,2021-10-19 14:30:00-04:00
2653,2021-10-19 15:30:00-04:00
2654,2021-10-20 09:30:00-04:00
2655,2021-10-20 10:30:00-04:00
2656,2021-10-20 11:30:00-04:00
2657,2021-10-20 12:30:00-04:00
2658,2021-10-20 13:30:00-04:00
2659,2021-10-20 14:30:00-04:00
2660,2021-10-20 15:30:00-04:00
2661,2021-10-21 09:30:00-04:00
2662,2021-10-21 10:30:00-04:00
2663,2021-10-21 11:30:00-04:00
2664,2021-10-21 12:30:00-04:00
2665,2021-10-21 13:30:00-04:00
2666,2021-10-21 14:30:00-04:00
2667,2021-10-21 15:30:00-04:00
2668,2021-10-22 09:30:00-04:00
2669,2021-10-22 10:30:00-04:00
2670,2021-10-22 11:30:00-04:00
2671,2021-10-22 12:30:00-04:00
2672,2021-10-22 13:30:00-04:00
2673,2021-10-22 14:30:00-04:00
2674,2021-10-22 15:30:00-04:00
2675,2021-10-25 09:30:00-04:00
2676,2021-10-25 10:30:00-04:00
2677,2021-10-25 11:30:00-04:00
2678,2021-10-25 12:30:00-04:00
2679,2021-10-25 13:30:00-04:00
2680,2021-10-25 14:30:00-04:00
2681,2021-10-25 15:30:00-04:00
2682,2021-10-26 09:30:00-04:00
2683,2021-10-26 10:30:00-04:00
2684,2021-10-26 11:30:00-04:00
2685,2021-10-26 12:30:00-04:00
2686,2021-10-26 13:30:00-04:00
2687,2021-10-26 14:30:00-04:00
2688,2021-10-26 15:30:00-04:00
2689,2021-10-27 09:30:00-04:00
2690,2021-10-27 10:30:00-04:00
2691,2021-10-27 11:30:00-04:00
2692,2021-10-27 12:30:00-04:00
2693,2021-10-27 13:30:00-04:00
2694,2021-10-27 14:30:00-04:00
2695,2021-10-27 15:30:00-04:00
2696,2021-10-28 09:30:00-04:00
2697,2021-10-28 10:30:00-04:00
2698,2021-10-28 11:30:00-04:00
2699,2021-10-28 12:30:00-04:00
2700,2021-10-28 13:30:00-04:00
2701,2021-10-28 14:30:00-04:00
2702,2021-10-28 15:30:00-04:00
2703,2021-10-29 09:30:00-04:00
2704,2021-10-29 10:30:00-04:00
2705,2021-10-29 11:30:00-04:00
2706,2021-10-29 12:30:00-04:00
2707,2021-10-29 13:30:00-04:00
2708,2021-10-29 14:30:00-04:00
2709,2021-10-29 15:30:00-04:00
2710,2021-11-01 09:30:00-04:00
2711,2021-11-01 10:30:00-04:00
2712,2021-11-01 11:30:00-04:00
2713,2021-11-01 12:30:00-04:00
2714,2021-11-01 13:30:00-04:00
2715,2021-11-01 14:30:00-04:00
2716,2021-11-01 15:30:00-04:00
2717,2021-11-02 09:30:00-04:00
2718,2021-11-02 10:30:00-04:00
2719,2021-11-02 11:30:00-04:00
2720,2021-11-02 12:30:00-04:00
2721,2021-11-02 13:30:00-04:00
2722,2021-11-02 14:30:00-04:00
2723,2021-11-02 15:30:00-04:00
2724,2021-11-03 09:30:00-04:00
2725,2021-11-03 10:30:00-04:00
2726,2021-11-03 11:30:00-04:00
2727,2021-11-03 12:30:00-04:00
2728,2021-11-03 13:30:00-04:00
2729,2021-11-03 14:30:00-04:00
2730,2021-11-03 15:30:00-04:00
2731,2021-11-04 09:30:00-04:00
2732,2021-11-04 10:30:00-04:00
2733,2021-11-04 11:30:00-04:00
2734,2021-11-04 12:30:00-04:00
2735,2021-11-04 13:30:00-04:00
2736,2021-11-04 14:30:00-04:00
2737,2021-11-04 15:30:00-04:00
2738,2021-11-05 09:30:00-04:00
2739,2021-11-05 10:30:00-04:00
2740,2021-11-05 11:30:00-04:00
2741,2021-11-05 12:30:00-04:00
2742,2021-11-05 13:30:00-04:00
2743,2021-11-05 14:30:00-04:00
2744,2021-11-05 15:30:00-04:00
2745,2021-11-08 09:30:00-05:00
2746,2021-11-08 10:30:00-05:00
2747,2021-11-08 11:30:00-05:00
2748,2021-11-08 12:30:00-05:00
2749,2021-11-08 13:30:00-05:00
2750,2021-11-08 14:30:00-05:00
2751,2021-11-08 15:30:00-05:00
2752,2021-11-09 09:30:00-05:00
2753,2021-11-09 10:30:00-05:00
2754,2021-11-09 11:30:00-05:00
2755,2021-11-09 12:30:00-05:00
2756,2021-11-09 13:30:00-05:00
2757,2021-11-09 14:30:00-05:00
2758,2021-11-09 15:30:00-05:00
2759,2021-11-10 09:30:00-05:00
2760,2021-11-10 10:30:00-05:00
2761,2021-11-10 11:30:00-05:00
2762,2021-11-10 12:30:00-05:00
2763,2021-11-10 13:30:00-05:00
2764,2021-11-10 14:30:00-05:00
2765,2021-11-10 15:30:00-05:00
2766,2021-11-11 09:30:00-05:00
2767,2021-11-11 10:30:00-05:00
2768,2021-11-11 11:30:00-05:00
2769,2021-11-11 12:30:00-05:00
2770,2021-11-11 13:30:00-05:00
2771,2021-11-11 14:30:00-05:00
2772,2021-11-11 15:30:00-05:00
2773,2021-11-12 09:30:00-05:00
2774,2021-11-12 10:30:00-05:00
2775,2021-11-12 11:30:00-05:00
2776,2021-11-12 12:30:00-05:00
2777,2021-11-12 13:30:00-05:00
2778,2021-11-12 14:30:00-05:00
2779,2021-11-12 15:30:00-05:00
2780,2021-11-15 09:30:00-05:00
2781,2021-11-15 10:30:00-05:00
2782,2021-11-15 11:30:00-05:00
2783,2021-11-15 12:30:00-05:00
2784,2021-11-15 13:30:00-05:00
2785,2021-11-15 14:30:00-05:00
2786,2021-11-15 15:30:00-05:00
2787,2021-11-16 09:30:00-05:00
2788,2021-11-16 10:30:00-05:00
2789,2021-11-16 11:30:00-05:00
2790,2021-11-16 12:30:00-05:00
2791,2021-11-16 13:30:00-05:00
2792,2021-11-16 14:30:00-05:00
2793,2021-11-16 15:30:00-05:00
2794,2021-11-17 09:30:00-05:00
2795,2021-11-17 10:30:00-05:00
2796,2021-11-17 11:30:00-05:00
2797,2021-11-17 12:30:00-05:00
2798,2021-11-17 13:30:00-05:00
2799,2021-11-17 14:30:00-05:00
2800,2021-11-17 15:30:00-05:00
2801,2021-11-18 09:30:00-05:00
2802,2021-11-18 10:30:00-05:00
2803,2021-11-18 11:30:00-05:00
2804,2021-11-18 12:30:00-05:00
2805,2021-11-18 13:30:00-05:00
2806,2021-11-18 14:30:00-05:00
2807,2021-11-18 15:30:00-05:00
2808,2021-11-19 09:30:00-05:00
2809,2021-11-19 10:30:00-05:00
2810,2021-11-19 11:30:00-05:00
2811,2021-11-19 12:30:00-05:00
2812,2021-11-19 13:30:00-05:00
2813,2021-11-19 14:30:00-05:00
2814,2021-11-19 15:30:00-05:00
2815,2021-11-22 09:30:00-05:00
2816,2021-11-22 10:30:00-05:00
2817,2021-11-22 11:30:00-05:00
2818,2021-11-22 12:30:00-05:00
2819,2021-11-22 13:30:00-05:00
2820,2021-11-22 14:30:00-05:00
2821,2021-11-22 15:30:00-05:00
2822,2021-11-23 09:30:00-05:00
2823,2021-11-23 10:30:00-05:00
2824,2021-11-23 11:30:00-05:00
2825,2021-11-23 12:30:00-05:00
2826,2021-11-23 13:30:00-05:00
2827,2021-11-23 14:30:00-05:00
2828,2021-11-23 15:30:00-05:00
2829,2021-11-24 09:30:00-05:00
2830,2021-11-24 10:30:00-05:00
2831,2021-11-24 11:30:00-05:00
2832,2021-11-24 12:30:00-05:00
2833,2021-11-24 13:30:00-05:00
2834,2021-11-24 14:30:00-05:00
2835,2021-11-24 15:30:00-05:00
2836,2021-11-26 09:30:00-05:00
2837,2021-11-26 10:30:00-05:00
2838,2021-11-26 11:30:00-05:00
2839,2021-11-26 13:00:00-05:00
2840,2021-11-29 09:30:00-05:00
2841,2021-11-29 10:30:00-05:00
2842,2021-11-29 11:30:00-05:00
2843,2021-11-29 12:30:00-05:00
2844,2021-11-29 13:30:00-05:00
2845,2021-11-29 14:30:00-05:00
